name,date,title,content
배수연,2023-05-12,특수학급 방역인력 채용 공고,"2023학년도 1학기 대현초 특수학급 방역인력 채용 공고


1. 채용인원 : 1명
2. 채용기간 : 2023.6.1.~2023.7.20.(학교상황에 따라 채용기간이 변경될 수 있음)
*주말, 공휴일, 자율휴업일 비근무
3. 근무 시간: 화~금요일 오전(주 15시간 이내)
4. 접수 일정
<지원서류 접수>
1) 기간: 2023. 5. 15.(월)~19(금) 16:00
2) 접수 방법: 방문 및 이메일 접수
3) 접수 장소: 서울대현초등학교 2층 도움2반, 담당자 메일: everel@sen.go.kr
(서울 강남구 역삼로 98길 16)

* 자세한 내용은 첨부파일 참고하시기 바랍니다."
배수연,2023-05-11,청소년 마약 범죄 예방을 위한 홍보 표어 포스터 공모전,"청소년 마약 범죄 예방을 위한 홍보 표어 포스터 공모전

가. 공모 기간 :’23.5.9(화) ~ 5.30.(화) 24:00까지
나. 공모 대상 : 관내 초·중·고교 학생 및 학교밖 청소년 등
다. 접수 방법 :카카오톡 채널 ‘Safety Net-수서SPO’를 통한 온라인 접수
(개인 1개 작품 응모, 학교명+성명+연락처 기재)
라. 주제 및 규격 : 마약류 범죄·중독 없는 사회를 위한 표어, 포스터
마. 시상 내역 : 최우수상 1명, 우수상 3명, 장려상 10명 등
※ 위 일정·내용 등은 경찰서 사정에 의해 변경 가능하며, 기타 자세한 내용은 붙임 문서 참조
  붙임 : 수서경찰서 마약류 범죄 예방 표어·포스터 공모전 안내문(PNG) 1부. "
배수연,2023-05-04,방과후학교 정책연구 온라인 설문조사 실시(학부모용)," 방과후학교 정책연구 온라인 설문조사 실시(학부모용)

서울시교육청 방과후학교 정책연구 온라인 설문조사를 다음과 같이 실시하오니, 학부모님의 의견이 적극 반영될 수 있도록 설문 참여에 협조를 부탁드립니다.
가. 연 구 명: 질 높은 방과후학교 운영을 위한 교육(지원)청-자치구 지원체제 및 시스템 구축에 관한 연구
나. 설문목적: 질 높은 방과후학교 운영 방안 마련을 위한 현장의견 수렴
다. 설문기간: 2023. 5. 3.(수) ~ 5. 9.(화)
라. 설문대상: 서울 소재 초등학교 교원(교장, 교감 포함), 방과후학교 강사 및 보호자(학부모)
마. 설문방법: 하단의 설문 링크 또는 QR코드 접속 후 개별 응답
사. 설문링크:
- 보호자(학부모용) : https://moaform.com/q/9HTjTF
- 참여 QR코드:"
배수연,2023-04-27,코로나19 대응 방역활동 지원 인력 충원 공고,"코로나19 대응 방역활동 지원 인력 충원 공고


2023학년도 서울대현초등학교 코로나19 방역활동지원 인력 채용을 위하여 아래와 같이 공고합니다.

1. 채용기간
? 채용기간: 2023. 5. 8. ~ 2023. 5. 31.
2. 근무조건
가. 보수: 시급제 / 시간당 12,030원(2023년 생활임금 기준)
월~금
업무내용
근무시간
월, 화, 목, 금 10:00 ~ 13:00
수 10:00 ~ 12:00
방역활동, 하교지도
원격수업지원
주당 근무시간
14시간(일일 시간)
? 다양한 학교상황에 따라
업무시간이 조정될 수
있음
시간당 보수
12,030원
* 주휴수당 발생시 지급
* 중식비는 별도 지원 없음(개인 부담)
* 연차유급휴가 및 주휴수당 발생시 지급
나. 보수 지급 시기 : 매월 말일 지급

* 자세한 내용은 첨부 파일 참고 바랍니다."
배수연,2023-04-27,국립정신건강센터 ‘ADHD 자녀 이해하기 감정코칭’온라인 부모 강의 안내,"  ‘ADHD 자녀 이해하기 감정코칭’온라인 부모 강의 안내

○ (교육접수)
- 접수시작: 2023년 5월 2일(화), 10:00
- 접수종료: 2023년 5월 15일(월), 18:00
- 신청방법: QR코드 또는 링크 접속하여 사전 접수,
접수 종료 후 확인문자 발송 예정
- 선착순 100명 접수
○ (사전 접수 QR코드 및 온라인 주소)
- 온라인 주소 https://forms.gle/UeibwDGRjNokpvwUA
- QR코드
  ○ (문의)
- 02-2204-0214, 208, 210 / 이지윤 정신건강전문요원"
박정미,2023-06-02,65회 서울과학전람회 예선대회 개최요강,"65회 서울과학전람회 예선대회 개최요강 안내합니다. 
가통은 6월 7일에 안내됩니다. 
희망자는 8월 25일 금요일 9시까지 4의 3으로 제출합니다. "
배수연,2023-05-04,방과후학교 정책연구 온라인 설문조사 실시(학부모용)," 방과후학교 정책연구 온라인 설문조사 실시(학부모용)

서울시교육청 방과후학교 정책연구 온라인 설문조사를 다음과 같이 실시하오니, 학부모님의 의견이 적극 반영될 수 있도록 설문 참여에 협조를 부탁드립니다.
가. 연 구 명: 질 높은 방과후학교 운영을 위한 교육(지원)청-자치구 지원체제 및 시스템 구축에 관한 연구
나. 설문목적: 질 높은 방과후학교 운영 방안 마련을 위한 현장의견 수렴
다. 설문기간: 2023. 5. 3.(수) ~ 5. 9.(화)
라. 설문대상: 서울 소재 초등학교 교원(교장, 교감 포함), 방과후학교 강사 및 보호자(학부모)
마. 설문방법: 하단의 설문 링크 또는 QR코드 접속 후 개별 응답
사. 설문링크:
- 보호자(학부모용) : https://moaform.com/q/9HTjTF
- 참여 QR코드:"
김수현,2023-04-14,2023 학생 기후행동 365 학생 운영위원 지원 1차 서식,"1차 서류 서식 파일 다운로드 및 내용 기재 후,
[서식 1]: 한글 원본 파일+ 서명 후 스캔한 PDF파일
[서식 2, 3]: 한글 원본 파일만 필요

총 2개(한글 원본 파일 1묶음 + 서식 1 pdf 스캔파일) 의 서류를 usb에 담아
3학년 2반 교실로 제출해주십시오."
소아영,2022-11-29,2023학년도 학교교육계획 수립을 위한 학생 설문 안내,"2023학년도 학교교육계획 수립을 위한 학생 설문 안내입니다. 

3학년
https://forms.gle/gAAAR1TN7p9v8eXn8

4,5학년
https://forms.gle/xmn9ZQKeZ35o2jou6"
관리자,2022-03-08,제14기 서울대현초등학교운영위원회 구성 알림,"2022.3.1.자로 제13기 학교운영위원회 위원임기 만료에 따라
2022년 3월 중으로 제14기 학교운영위원회 구성을 추진하고 있습니다.
관심있는 학부모, 지역인사께서는 많은 참여 바랍니다."
민영미,2020-12-07,강도 높은 서울형 방역조치 시행에 따른 학교시설개방 중단 안내,"강도 높은 서울형 방역조치 시행에 따른 학교시설개방 중단 안내
? 학교 실내·외 시설 개방 중지
    ○ 개방 중지대상: 일시사용허가 중단
     단, 운동장 산책은 2단계 조치 유지하면서 가능
? 개방 중지기간: 2020.12.5.(토) 21시~ 별도 안내 시까지
붙임: 학교시설개방 안내문"
김영숙,2023-04-24,2023 삼성1동 글로벌 인생네컷 축제 안내 및 홍보,삼성1동 글로벌 인생네컷 축제를 붙임과 같이 개최 한다합니다. 관심 있는 학생들의 많은 참여 바랍니다.
김영숙,2023-04-24,2023 국립한글박물관 문화가 있는 날 행사 홍보,2023 국립한글박물관에서 매월 문화가 있는 날 행사가 있습니다. 관심 있는 학생들의 많은 참여 바랍니다.
배수연,2023-04-19,지구 살리기 1일 1행 챌린지(4.21.금~4.27.목),
김수현,2023-04-14,2023 학생 기후행동 365 학생 운영위원 지원 1차 서식,"1차 서류 서식 파일 다운로드 및 내용 기재 후,
[서식 1]: 한글 원본 파일+ 서명 후 스캔한 PDF파일
[서식 2, 3]: 한글 원본 파일만 필요

총 2개(한글 원본 파일 1묶음 + 서식 1 pdf 스캔파일) 의 서류를 usb에 담아
3학년 2반 교실로 제출해주십시오."
최유미,2023-04-12,KAIST 과학영재교육원 주관 '2023년 영재키움 프로젝트' 선발 안내,교육부가 주최하고 KAIST 과학영재교육원이 주관하는 '2023년 영재키움 프로젝트'를 다음과 같이 안내하오니 참고하시기 바랍니다.
배수연,2023-04-07,불상인이 주는 음식 섭취 금지 안내,
김안나,2023-04-03,강남구 돌봄기관 안내문,
배수연,2023-03-30,학부모회 운영(사업) 관련 '서울학부모회 챗봇' 활용 안내,"학부모회 운영(사업) 관련 '서울학부모회 챗봇' 활용 안내

1. 서울시교육청에서는 학부모회 운영 및 학교참여 공모사업 추진 중에 발생하는 다양한 궁금증
해결 및 이에 필요한 정보 제공을 위해 카카오톡 채널 기반 ‘서울학부모회 챗봇’을
운영 중에 있습니다. 각급 학교에서는 학부모회 업무 담당 교직원, 학부모회 구성원들이 적극 활용할 수 있도록 안내해 주시기 바랍니다.
가. 대상: 서울학부모회 챗봇
나. 내용: 학부모회 조례, 학부모회 운영, 학부모회 학교참여 공모사업, 관련 서식 및 자주하는 질문 등 탑재
다. 참고: 서울학부모회 챗봇 이용 설명서 활용

2. 아울러, 서울학부모회 챗봇 내에 학교참여 공모사업 관련 1:1 상담톡을 상반기 정기운영할 예정입니다. 학부모회 임원이 챗봇 상담톡을 활용하여 학교참여 공모사업과 관련된 실시간(수시) 궁금증을 해결할 수 있도록 안내해 주시기 바랍니다.
   가. 상담톡 정기운영 개요
운영기간
운영내용
(1차) 2023. 4. 3.(월) ~ 4. 10.(월) 9:00~17:00
학교참여 공모사업 신청시 필요한 활동계획서 작성
(2차) 2023. 5. 15.(월) ~ 6. 2.(금) 13:00~17:00
상반기 공모사업 컨설팅 이후 보완 및 추가 질의
(3차) 2023. 6. 19.(월) ~ 6. 30.(금) 13:00~17:00
공모사업 집중 실시 기간으로 사업 집행 관련
   나. 이용방법: 
      카카오톡 ‘서울학부모회’채널 추가→챗봇 메뉴 내 [상담직원 연결] 선택
   
 "
배수연,2023-03-23,학부모회 임원 당선자 공고,
배수연,2023-03-22,서한문 (수서 경찰서 ),"안녕하십니까? 수서경찰서장입니다.
  먼저 활기차고 따뜻한 학교에서 이 나라를 이끌어 갈 미래의 주역인 어린이들이 바르고 건강하게 자라도록 애써주시는 학교장님이하 선생님들께 감사 말씀을 드립니다.
  최근 들어 어린이가 가장 보호받고 마음 놓고 다녀야 하는 ‘어린이 보호구역’내에서 어린이 교통사고로 인하여, 어린이들의 교통안전 확보에 대한 사회적 관심이 평소보다 더 커지고 있습니다.
  이에 따라, 학부모님들께서도 자녀들의 등·하굣길 교통안전에 대하여 걱정이 많으실 것으로 생각됩니다.
  그간 경찰에서는 서울시·강남구와 함께 어린이 보호구역 내 무인교통단속장비와 보행자 방호울타리 설치 등 시설물 개선과 함께 교통법규 위반에 대한 단속도 강화하는 등 통학로 안전 확보를 위해 최선의 노력을 다하여 왔습니다.
  그러나 어린이가 안전한 나라를 만들기 위해서는 경찰뿐만 아니라 학교와 학부모 모두의 관심과 주의가 더해져야 한다는 생각에 몇 가지 당부를 드리고자 합니다.
  먼저, 보행 중에는 주변을 계속 살피도록 지도해주시기 바랍니다. 횡단보도를 건널 때에는 좌·우를 살펴야 하며, 신호등이 초록불로 바뀌더라도 차가 멈추는 것을 꼭 확인하고 횡단할 수 있도록 해주시기 바랍니다.
  또한, 차도를 걷는 행위나 무단횡단, 보행 중 휴대전화 사용은 교통사고를 유발할 수 있는 매우 위험한 행동이므로 선생님들의 지속적인 교육을 요청드리며
자전거·킥보드 등을 이용하는 경우에는 반드시 헬멧·무릎 보호대 등 안전장구를 착용하고 되도록 차량 통행이 적은 안전한 장소를 이용하도록 하며, 횡단보도를 건널 때도 자전거에서 내려서 끌고 가도록 지도해주시기 바랍니다.
  어린이의 안전에 관하여는 우리 모두가 한마음이라고 생각합니다.
어린이들이 안전하고 행복한 밝은 세상에서 더 큰 꿈을 펼칠 수 있도록 다시 한 번 학교장님 이하 선생님들의 적극적인 관심과 협조를 부탁드립니다.
  그 밖에 어린이 교통안전 관련 문의 사항이 있으신 경우, 수서경찰서교통안전계
(담당 : 경장 윤종성, 02-2155-9359)에 전화 주시기 바랍니다. 학교장님과 선생님들의 의견을 수렴하여 어린이들이 안전한 보행환경을 조속히 마련하도록 노력하겠습니다.
  저희 수서경찰서 전 직원도 어린이들이 교통사고로부터 안전할 수 있도록 최선의 노력을 다하겠습니다.
꽃샘추위에 날씨는 춥지만 마음은 따뜻한 날들이 되시길 바라며, 학교장님의 가정에 행복이 가득하기를 기원합니다.
  감사합니다.
2023. 3.
수서경찰서장 총경 백 남 익 드림"
박정미,2023-06-02,65회 서울과학전람회 예선대회 개최요강,"65회 서울과학전람회 예선대회 개최요강 안내합니다. 
가통은 6월 7일에 안내됩니다. 
희망자는 8월 25일 금요일 9시까지 4의 3으로 제출합니다. "
배수연,2023-05-04,방과후학교 정책연구 온라인 설문조사 실시(학부모용)," 방과후학교 정책연구 온라인 설문조사 실시(학부모용)

서울시교육청 방과후학교 정책연구 온라인 설문조사를 다음과 같이 실시하오니, 학부모님의 의견이 적극 반영될 수 있도록 설문 참여에 협조를 부탁드립니다.
가. 연 구 명: 질 높은 방과후학교 운영을 위한 교육(지원)청-자치구 지원체제 및 시스템 구축에 관한 연구
나. 설문목적: 질 높은 방과후학교 운영 방안 마련을 위한 현장의견 수렴
다. 설문기간: 2023. 5. 3.(수) ~ 5. 9.(화)
라. 설문대상: 서울 소재 초등학교 교원(교장, 교감 포함), 방과후학교 강사 및 보호자(학부모)
마. 설문방법: 하단의 설문 링크 또는 QR코드 접속 후 개별 응답
사. 설문링크:
- 보호자(학부모용) : https://moaform.com/q/9HTjTF
- 참여 QR코드:"
김수현,2023-04-14,2023 학생 기후행동 365 학생 운영위원 지원 1차 서식,"1차 서류 서식 파일 다운로드 및 내용 기재 후,
[서식 1]: 한글 원본 파일+ 서명 후 스캔한 PDF파일
[서식 2, 3]: 한글 원본 파일만 필요

총 2개(한글 원본 파일 1묶음 + 서식 1 pdf 스캔파일) 의 서류를 usb에 담아
3학년 2반 교실로 제출해주십시오."
소아영,2022-11-29,2023학년도 학교교육계획 수립을 위한 학생 설문 안내,"2023학년도 학교교육계획 수립을 위한 학생 설문 안내입니다. 

3학년
https://forms.gle/gAAAR1TN7p9v8eXn8

4,5학년
https://forms.gle/xmn9ZQKeZ35o2jou6"
관리자,2022-03-08,제14기 서울대현초등학교운영위원회 구성 알림,"2022.3.1.자로 제13기 학교운영위원회 위원임기 만료에 따라
2022년 3월 중으로 제14기 학교운영위원회 구성을 추진하고 있습니다.
관심있는 학부모, 지역인사께서는 많은 참여 바랍니다."
민영미,2020-12-07,강도 높은 서울형 방역조치 시행에 따른 학교시설개방 중단 안내,"강도 높은 서울형 방역조치 시행에 따른 학교시설개방 중단 안내
? 학교 실내·외 시설 개방 중지
    ○ 개방 중지대상: 일시사용허가 중단
     단, 운동장 산책은 2단계 조치 유지하면서 가능
? 개방 중지기간: 2020.12.5.(토) 21시~ 별도 안내 시까지
붙임: 학교시설개방 안내문"
최유미,2023-03-22,2023학년도 국립전통예술고등학교 음악영재교육원 모집안내,국립전통예술고등학교에서 2023학년도 영재교육 대상자를 모집하오니 첨부된 모집요강을 참고하시기 바랍니다.
배수연,2023-03-20,제13기 주민참여예산위원회 위원 공개모집 안내,"제13기 주민참여예산위원회 위원 공개모집 안내


1) 위원임기: 2023. 5. 1. ~ 2024. 4. 30.(1년)
2) 모집인원: 40명(자치구별 1~2명)
3) 신청자격: 서울특별시교육감 관할 기관(학교)에 근무(재학)하는 자(교직원, 학생)
※ 학생위원은 고등학생 우선 선정 예정

4) 학부모 신청 방법: 주민참여예산 홈페이지(http://budget.sen.go.kr) 개별 신청
 "
최유미,2023-03-17,2023학년도 국립국악고등학교 영재교육원 영재교육대상자 모집 요강 - 음악(국악)분야 -,국립국악고등학교 국악예능영재교육원에서는 2023학년도 영재교육대상자를 모집하오니 하단의 첨부파일을 참고하시기 바랍니다.
최유미,2023-03-17,2023년 한국발명진흥회 2분기 '발명과학교실' 시행안내,"한국발명진흥회에서 발명과학교실에 참여할 학생들을 모집합니다.

○ 프로그램 : 발명과학교실 (장영실반, 훈민정음반)
○ 교육대상 : 초등 3~6 학년 
○ 운영장소 : 한국발명진흥회 지하1층 장영실 홀, 훈민정음 홀 (서울시 강남구 역삼동 한국지식재산센터)

관심 있는 학생과 학부모께서는 첨부파일을 참고하시어 지원하시기 바랍니다."
소아영,2023-03-17,2023 대현 학업성적관리규정,2023 대현 학업성적관리규정입니다. 
김수현,2023-03-16,2023 어스아워(Earth Hour) 소등 캠페인 안내,"2023년 3월 25일 저녁 8시 30분, 지구를 위한 1시간, 소등에 참여하는 어스아워(Earth Hour) 캠페인에 많은 참여 바랍니다."
